,ID,mol_distribution,monomers,sequence
53863,000000000936044_00001,[0.41588984 0.12179442 0.24016927 0.17524344 0.04690304],['Tma' 'Mo' 'Mep' 'Phe' 'Tmb'],TmaPheMepMepMoMepMoTmaPheTmaTmaTmaTmbTmaPheTmaPheMepTmaMepMoMepTmaTmaPheTmaTmaMoTmaMepTmaTmbMepTmaPheMepPhePheMepTmaMoMepMepMoMoTmaTmaTmaTmaTmaTmaPheTmaMoMepTmaPheTmaTmaMepMepMepPheTmaTmaMoTmaPheTmbMep
55858,000000000985040_00001,[0.36986641 0.36105446 0.11866196 0.05772243 0.09269474],['Tma' 'Mo' 'Mep' 'Phe' 'Tmb'],MoMoTmaMepTmaTmaMoMoMoMoTmbMoMepTmaTmaTmaPheMoPheMoMoMoTmbTmaTmbTmaMoTmbMepTmaTmaMoTmaTmaTmaMoTmaMoTmaTmaPheTmbTmbTmaMepMoMoMepTmaMoMepTmaTmaTmaMoTmbTmaTmaTmaMoMepTmaPheMoMoTmaMoMoMoMep
59316,000000001029775_00001,[0.19076166 0.61451552 0.0550808  0.05358748 0.08605454],['Tma' 'Mo' 'Mep' 'Phe' 'Tmb'],MoMoMoMoMepMoMoMepTmbTmaTmaMoMoMoPheMoTmaTmaMepMoMoTmbMoMoTmaMoMoTmaMoMepMoMoMoMoMoMoTmbTmaMoMoMoTmaMoMoTmaTmbTmaMoTmaMoMoMoTmaMoMoPheMoMoTmbPheMoMoMoMoPheMoMoTmbTmaMo
66730,000000005404986_00001,[0.07158198 0.78611129 0.05167171 0.05027081 0.04036421],['Tma' 'Mo' 'Mep' 'Phe' 'Tmb'],MoMoMoMoMoMoMoMoMoMepTmaMoMoMoMoMoMoMoMepMoMoMoMoTmbMoMoMoMoMoTmaMoMoMoMoTmaMoMoMoMoTmaMoMoMoMoMoMoMoPheMoMoMoMoMoMepMoMoMoTmbMoMoTmaPheMoTmbMoMoMepMoMoPhe
81287,000000000499205_00001,[0.40949274 0.17988151 0.29559381 0.11503193],['Tma' 'Mo' 'Mep' 'Phe'],TmaMoTmaPheMepTmaTmaMepTmaMoMepMepTmaMoTmaPhePheMoMoMepMepPheTmaTmaMoMepMepTmaTmaMepMoMoPheMepTmaTmaTmaMepPheTmaMepMepTmaTmaMoTmaMepMepPheTmaTmaMoTmaMoMoMepTmaTmaMepTmaPheMepTmaMepTmaMepTmaTmaMepTma
82993,000000000802717_00001,[0.51424089 0.06274866 0.06186777 0.36114268],['Tma' 'Mo' 'Mep' 'Phe'],TmaTmaMepPhePheMepPhePheTmaMepTmaPheTmaPheTmaMoPheTmaPhePhePheTmaMoPhePheTmaTmaTmaPheMepTmaMoPheTmaTmaTmaTmaPheTmaPhePheTmaMoTmaTmaPheTmaMoPheTmaTmaTmaTmaPhePheTmaTmaTmaTmaTmaPhePheTmaPheTmaTmaTmaPheTmaTma
90013,000000001012843_00001,[0.18795705 0.27521854 0.32562593 0.21119848],['Tma' 'Mo' 'Mep' 'Phe'],TmaTmaPheMoMepTmaMoMoMoMepMepTmaMepPheMoPheTmaMoMepMoTmaPheTmaMepMepMoMepMepMoPhePhePheMoMepMoMepTmaTmaPhePheMepMepMepPheMepMepMepMepPheMoMoTmaMepMoPheMepMoPheMoMepTmaMoPheTmaPheMepMepMoTmaMo
90838,000000001037261_00001,[0.51162321 0.18728773 0.06155284 0.23953622],['Tma' 'Mo' 'Mep' 'Phe'],PheTmaTmaPheTmaTmaPhePheMepMoPheTmaPheTmaPhePhePheMepTmaMoTmaTmaPheMoTmaMepTmaTmaPheTmaTmaTmaMoMepTmaTmaMoTmaPheMoPheTmaTmaPheTmaTmaTmaTmaTmaMoMoTmaTmaTmaTmaTmaPhePheMoTmaTmaPheMoTmaTmaMoTmaMoMoTma
93580,000000003340430_00001,[0.36136921 0.29396642 0.23187171 0.11279266],['Tma' 'Mo' 'Mep' 'Phe'],MoMoMoTmaMoTmaMepPheTmaMoMoMoMepPheMepMepTmaTmaTmaMepTmaTmaTmaMoMepMoMoMoPhePheTmaMoMoMepPhePheMoMepMoTmaMoTmaPheMoTmaMepMoTmaMepTmaMoTmaTmaMepMepMoTmaTmaPheTmaMepTmaMoTmaMepMepTmaTmaMepTma
95850,000000003675052_00001,[0.40846129 0.35885683 0.1179397  0.11474218],['Tma' 'Mo' 'Mep' 'Phe'],PheMoTmaMoTmaMoMepMoTmaTmaMepTmaTmaPhePheTmaMoMepMoPheTmaTmaTmaMoMepTmaTmaTmaTmaMoTmaMepMoMoMoMepTmaMoMoPheTmaTmaTmaTmaMoTmaMoMoMoMoMoMoPheTmaTmaMoMoTmaTmaMoTmaTmaPheMepTmaMepMoPheTmaMo
98699,000000003995181_00001,[0.62041954 0.06488981 0.12795774 0.18673292],['Tma' 'Mo' 'Mep' 'Phe'],MepMepPhePheTmaTmaTmaTmaMoMepMoMepTmaMepTmaTmaMepTmaMoTmaTmaPhePheTmaTmaPheTmaTmaMepTmaTmaTmaTmaTmaTmaTmaTmaTmaMoTmaTmaTmaPhePheTmaTmaTmaTmaMepTmaTmaPhePheTmaTmaPheTmaTmaTmaPheMepPheTmaTmaTmaTmaTmaTmaPheMo
106952,000000005806947_00001,[0.31857068 0.17492672 0.1149807  0.3915219 ],['Tma' 'Mo' 'Mep' 'Phe'],TmaTmaPheTmaTmaPhePheMoMepPheMoTmaPhePheTmaMepTmaMoTmaTmaTmaPheTmaPheMepMoMoPhePheMoMepPheTmaMoPhePheMepTmaMoPhePheTmaPhePhePheMoTmaMepPhePheTmaPhePhePheMepTmaTmaTmaMoTmaMepPhePhePheTmaTmaMoMoPhePhe
114590,000000000975955_00001,[0.11046539 0.64700149 0.15947968 0.08305345],['Tma' 'Mo' 'Mep' 'Tmb'],MoMepTmaMepTmaMoMoMoMoMoMoTmaMoMoTmaMoTmaMoMepMoMoMoMoMoMoMoMepMoTmbTmaMoTmbMoMoMepMoMoMoMoMepMoMepMoMoMoMoMoMoMoTmbMoMepTmaMoMoMoTmaMoMepTmbMoMoMepMoMoMepMoMoTmbTmb
119012,000000001299056_00001,[0.41755224 0.42798439 0.06028232 0.09418105],['Tma' 'Mo' 'Mep' 'Tmb'],MoTmaTmaMoMoMoMoMoTmaMoTmbMoTmaMoTmbTmaTmaTmaTmbTmbMoMoTmaTmaMoTmaMoTmaTmaTmaTmaTmbMepTmaTmaMoTmaMoTmaMoMoMoTmbTmaMoMoTmaTmaTmbMoMoTmaMepMoMoMoMepTmaMoTmaTmaTmaMoTmaTmaMoMepMoTmaMo
119346,000000001327699_00001,[0.29221667 0.24450403 0.18080371 0.28247559],['Tma' 'Mo' 'Mep' 'Tmb'],TmaMepTmaMoTmaMepMoMepMepMoTmbMepTmbTmbMoMepMoTmaTmbMepTmaMoTmaTmbMoTmaMoMoMoMoMoTmbMepMepTmaTmaTmaTmbTmbTmaTmaTmbTmaMepTmbTmbTmaTmbTmaMepTmaTmbMoTmaTmbMoTmaTmbTmbTmbMoTmaMepTmbTmaMepMoMoTmbTmb
121611,000000003383160_00001,[0.24216854 0.41369815 0.11654016 0.22759315],['Tma' 'Mo' 'Mep' 'Tmb'],TmbMoMoTmaTmaMepTmaMoMoMoTmaMoTmaTmaMoMoTmaMoMepTmaMoTmaMoMoTmbTmbMepTmaMoMoMoTmbTmaTmbMoTmaTmbMoTmaTmbMoTmaTmbTmbMoMepMoMoMoTmbTmbMepMoMepTmbMoMepMepTmaMoTmbTmbTmbMoTmaMoTmbTmaMoMo
125840,000000004710083_00001,[0.330515   0.42346576 0.05964586 0.18637338],['Tma' 'Mo' 'Mep' 'Tmb'],MoMepTmbMoMepMoTmaTmbMoMoTmaTmaTmbMoTmbTmaMoMoTmaMoTmaTmbTmbTmaTmaTmbMoMoTmbTmaMoTmaMoMoMoTmaMoTmaTmaTmaMoMoMoMepMoTmaMepMoTmbTmaTmaTmaTmbTmbMoMoMoTmaMoTmaTmaTmbMoTmbMoTmaMoTmaMoMo
130528,000000006358022_00001,[0.47003298 0.1251367  0.30845    0.09638032],['Tma' 'Mo' 'Mep' 'Tmb'],MepMepMepMepMepTmaMepMepMoMepTmaTmaTmaTmaTmbTmaTmaMoMepMepMoTmaMoTmaTmaMepMoTmaMoTmaTmaTmaMoMepTmaTmaTmaTmaTmaMepMepTmaTmaTmbTmaMepTmaTmaTmaMepTmaTmaMepTmaTmbTmbMoTmaMepTmaTmaTmbMepTmaMepTmaMepTmbTmbMo
143839,000000004389045_00001,[0.22758861 0.55541594 0.06928956 0.12330251 0.02440338],['Tma' 'Mo' 'Ni' 'Bam' 'Olam'],TmaOlamMoTmaMoMoMoBamTmaBamMoMoBamMoMoMoMoMoMoMoBamTmaMoNiTmaMoBamNiNiMoTmaTmaTmaMoNiTmaOlamMoMoMoMoMoMoMoTmaMoMoNiBamMoTmaTmaMoBamTmaMoMoMoBamTmaMoMoMoMoTmaMoMoTmaMoMo
149324,000000000046327_00001,[0.3706675  0.16282641 0.40626023 0.06024586],['Tma' 'Mo' 'Ni' 'Bam'],NiBamTmaTmaBamNiTmaTmaTmaBamNiTmaTmaNiNiMoNiTmaBamNiTmaNiTmaTmaNiTmaNiNiTmaMoNiNiNiNiMoTmaNiNiNiNiMoNiTmaNiTmaTmaTmaTmaNiTmaMoNiTmaNiMoNiMoMoTmaTmaNiMoMoMoNiNiTmaNiTmaTma
150097,000000000051159_00001,[0.32604336 0.15913774 0.39705681 0.11776209],['Tma' 'Mo' 'Ni' 'Bam'],NiNiBamBamNiTmaNiNiMoNiNiTmaNiTmaMoTmaTmaNiTmaNiTmaBamNiBamTmaTmaMoNiMoTmaMoMoNiNiNiNiNiTmaNiNiNiNiTmaTmaTmaTmaNiNiBamBamBamTmaNiTmaMoTmaNiTmaTmaNiNiTmaMoTmaMoBamNiTmaMoMo
150510,000000000053714_00001,[0.33284176 0.21660793 0.27022395 0.18032636],['Tma' 'Mo' 'Ni' 'Bam'],MoMoTmaNiMoTmaMoTmaTmaNiMoTmaTmaBamTmaMoMoTmaBamBamNiNiNiMoBamBamTmaNiNiMoBamTmaBamNiMoTmaBamMoTmaNiTmaBamTmaMoTmaTmaBamTmaBamBamNiNiMoNiBamNiNiMoTmaNiNiNiTmaNiTmaTmaMoTmaTmaNi
150594,000000000054275_00001,[0.47159215 0.05754458 0.215365   0.25549828],['Tma' 'Mo' 'Ni' 'Bam'],NiTmaTmaTmaMoTmaTmaTmaTmaNiTmaMoTmaTmaTmaBamBamBamTmaBamTmaNiTmaTmaTmaNiBamTmaTmaMoBamNiTmaBamTmaTmaTmaNiTmaTmaTmaBamBamBamNiBamNiTmaTmaMoTmaNiNiTmaTmaBamTmaNiBamNiBamNiBamNiTmaBamBamTmaNiBam
152783,000000000658778_00001,[0.13793699 0.50494005 0.18897769 0.16814527],['Tma' 'Mo' 'Ni' 'Bam'],MoMoMoBamNiMoTmaNiMoTmaMoMoMoNiMoNiMoBamMoBamMoBamMoMoMoMoNiTmaMoNiBamMoMoMoTmaBamNiBamMoMoBamMoNiMoBamMoMoBamMoBamTmaMoTmaNiNiBamMoTmaNiTmaTmaMoNiTmaMoMoMoMoMoNi
152828,000000000661206_00001,[0.17722739 0.57091651 0.19424536 0.05761075],['Tma' 'Mo' 'Ni' 'Bam'],MoMoMoMoNiMoMoTmaMoMoMoNiTmaMoMoTmaMoNiMoNiNiTmaMoMoBamBamNiMoMoTmaMoMoNiTmaMoMoMoMoMoMoNiMoMoMoTmaMoTmaMoNiMoNiMoMoMoMoBamNiTmaMoTmaBamMoNiNiMoNiMoTmaMoTma
155919,000000002085051_00001,[0.52376309 0.05899438 0.22079099 0.19645155],['Tma' 'Mo' 'Ni' 'Bam'],NiTmaNiTmaMoTmaTmaTmaTmaTmaTmaNiTmaMoBamBamBamNiBamTmaTmaBamBamTmaTmaTmaMoTmaBamTmaBamTmaTmaNiMoTmaTmaBamTmaTmaBamBamTmaNiNiTmaBamTmaTmaTmaTmaTmaTmaNiNiNiTmaNiNiNiNiTmaNiTmaTmaBamTmaTmaBamTma
159860,000000000068454_00001,[0.37540687 0.30538576 0.07619531 0.0548455  0.18816655],['Tma' 'Mo' 'Ni' 'Bmam' 'Tmb'],MoTmaMoTmaNiTmaMoTmaBmamTmaTmbTmaTmbTmbTmaMoMoTmbTmaTmaTmbTmbTmaTmaTmbTmbMoBmamMoMoTmaMoTmaMoBmamNiTmaMoTmaMoTmaTmbTmaTmaMoMoTmaTmaMoTmbTmaTmaNiTmaMoTmaMoMoTmbTmaMoMoMoNiTmaTmbTmbMoNiBmam
160951,000000000786451_00001,[0.61201703 0.06401099 0.1597107  0.11496001 0.04930128],['Tma' 'Mo' 'Ni' 'Bmam' 'Tmb'],NiTmaBmamNiTmaTmaTmaBmamNiTmaNiTmaMoMoTmaTmaNiBmamTmbTmaBmamNiTmaTmaNiTmaTmaTmaTmbTmaTmaTmaTmaTmaNiNiTmaTmaTmaTmbNiMoTmaTmaTmaTmaTmaTmaBmamTmaBmamTmaBmamTmaTmaTmaTmaTmaTmaBmamMoTmaTmaTmaTmaTmaTmaNiMoTma
165901,000000000340363_00001,[0.46230488 0.18461889 0.07677226 0.27630397],['Tma' 'Mo' 'Ni' 'Bmam'],TmaTmaMoTmaBmamTmaBmamTmaTmaTmaMoBmamMoTmaTmaMoBmamTmaMoTmaTmaTmaNiNiBmamMoTmaTmaTmaBmamBmamBmamTmaTmaBmamTmaMoTmaBmamMoBmamMoTmaMoBmamTmaMoTmaNiBmamMoMoBmamTmaBmamBmamTmaTmaTmaNiBmamTmaBmamBmamTmaNiTmaTmaTmaNi
168043,000000000772028_00001,[0.06948589 0.71221927 0.12693026 0.09136459],['Tma' 'Mo' 'Ni' 'Bmam'],MoMoMoMoMoMoBmamNiMoBmamMoMoMoMoNiMoMoMoMoMoMoTmaMoMoNiMoNiMoMoMoMoMoMoMoNiMoMoNiMoMoMoMoBmamMoBmamMoTmaMoTmaTmaNiMoMoMoBmamBmamMoMoNiMoMoMoMoMoMoMoMoTmaMoNi
170273,000000002111079_00001,[0.29306586 0.16092205 0.40150877 0.14450332],['Tma' 'Mo' 'Ni' 'Bmam'],NiTmaNiBmamTmaNiNiBmamNiNiNiNiNiMoTmaMoTmaTmaNiTmaNiNiTmaTmaTmaTmaTmaBmamNiBmamTmaTmaMoTmaMoTmaNiTmaMoNiTmaMoNiTmaMoNiMoTmaMoNiTmaNiNiNiBmamMoBmamNiNiNiNiNiNiBmamNiBmamMoBmamBmamTma
194353,000000000322022_00001,[0.2908304  0.21292609 0.46485381 0.0313897 ],['Tma' 'Mo' 'Ni' 'Do'],NiMoNiNiTmaTmaTmaTmaDoMoNiNiNiNiNiNiNiNiMoNiTmaNiMoTmaTmaTmaNiTmaNiTmaMoTmaMoTmaNiTmaNiNiNiMoNiMoMoMoTmaNiTmaNiTmaNiNiTmaNiDoMoMoTmaNiNiTmaNiNiMoTmaNiNiMoNiNiMo
207131,000000000700221_00001,[0.3594705  0.35090622 0.21888225 0.04504468 0.02569635],['Tma' 'Mo' 'Ni' 'Oct' 'Olam'],MoTmaMoNiTmaMoTmaMoMoTmaNiOctNiTmaMoOlamTmaNiMoMoTmaTmaTmaMoMoOlamMoOctTmaMoNiMoMoNiTmaNiNiTmaMoMoNiMoOctMoMoTmaNiMoTmaNiTmaTmaTmaTmaNiTmaTmaMoTmaMoMoTmaMoTmaNiNiTmaMoTmaNi
219705,000000002105094_00001,[0.49733806 0.18205842 0.22712255 0.09348096],['Tma' 'Mo' 'Ni' 'Oct'],NiNiNiTmaMoMoTmaTmaTmaNiOctTmaTmaTmaNiNiMoNiMoMoOctMoNiMoTmaTmaTmaTmaTmaTmaTmaNiTmaNiTmaTmaTmaTmaNiNiOctNiMoNiTmaTmaMoTmaOctTmaTmaTmaMoTmaMoTmaTmaTmaTmaMoMoNiNiTmaTmaOctTmaOctTmaTma
232323,000000000063943_00001,[0.45176831 0.12027411 0.37511258 0.05284499],['Tma' 'Mo' 'Ni' 'Olam'],MoNiNiMoTmaTmaOlamTmaTmaNiTmaMoNiNiTmaTmaNiOlamTmaTmaNiTmaNiNiTmaOlamTmaTmaTmaMoNiMoNiNiNiTmaNiTmaMoTmaTmaNiNiNiTmaTmaTmaNiTmaNiTmaTmaTmaMoNiMoTmaNiNiNiNiTmaNiTmaTmaNiTmaTmaTmaOlam
236547,000000002032848_00001,[0.60431381 0.13613451 0.16983129 0.0897204 ],['Tma' 'Mo' 'Ni' 'Olam'],NiTmaTmaTmaMoTmaTmaTmaNiNiTmaTmaMoOlamTmaNiMoTmaTmaTmaTmaTmaMoNiTmaOlamTmaTmaTmaMoNiMoTmaTmaMoOlamNiTmaTmaTmaNiTmaTmaNiTmaTmaMoOlamTmaNiTmaTmaTmaOlamTmaTmaTmaMoTmaTmaTmaTmaTmaTmaNiTmaOlamTmaNiMo
243884,000000003718275_00001,[0.25429702 0.31916374 0.2654433  0.10205057 0.05904538],['Tma' 'Mo' 'Ni' 'Phe' 'Bam'],MoNiMoBamNiTmaMoNiTmaPheMoNiTmaMoTmaNiTmaTmaBamNiMoMoNiMoTmaTmaMoPheTmaMoTmaMoTmaTmaTmaNiMoBamMoNiMoNiMoMoNiMoNiMoTmaMoTmaPheMoTmaPhePheTmaNiNiTmaBamNiPheNiNiNiPheMoNiMo
244363,000000000027442_00001,[0.06841123 0.65111818 0.18745076 0.04804405 0.04497578],['Tma' 'Mo' 'Ni' 'Phe' 'Bmam'],MoNiMoMoNiMoMoMoTmaMoMoNiMoNiNiMoMoTmaMoMoPheMoMoMoNiMoMoMoNiMoMoPheNiMoMoMoMoTmaMoMoTmaMoMoMoMoMoMoMoNiNiMoTmaNiPheBmamMoMoMoBmamMoMoMoMoNiMoMoMoNiBmamMo
248675,000000000019537_00001,[0.60312602 0.06308108 0.23608578 0.06050931 0.03719781],['Tma' 'Mo' 'Ni' 'Phe' 'Do'],TmaTmaNiNiTmaNiDoTmaDoTmaNiTmaTmaTmaTmaTmaTmaTmaTmaTmaMoTmaNiTmaPheTmaPheTmaNiTmaTmaTmaTmaPheNiTmaTmaTmaTmaTmaNiMoPheTmaDoNiTmaTmaTmaNiNiTmaTmaNiTmaNiMoNiTmaTmaMoTmaNiTmaNiTmaNiTmaTmaTma
259114,000000000032003_00001,[0.49290321 0.12028998 0.22509726 0.11538586 0.04632369],['Tma' 'Mo' 'Ni' 'Phe' 'Tmb'],NiTmaTmaPheNiNiTmaMoTmaTmaMoNiTmaTmaTmaNiTmaPheTmaTmaNiTmbTmaTmaMoPheTmaNiNiTmaNiTmbPheTmaTmaNiTmaTmaTmaTmaTmaMoPheTmaMoTmaMoNiNiTmaTmaNiTmaTmbPheTmaTmaTmaTmaNiNiTmaMoNiTmaPheMoTmaTmaPhe
260022,000000000535160_00001,[0.61463378 0.06428468 0.16039356 0.06166384 0.09902414],['Tma' 'Mo' 'Ni' 'Phe' 'Tmb'],TmbTmaNiTmaTmbNiTmaTmaTmaNiTmbMoTmaTmaTmaMoNiTmaNiTmaTmaTmaTmaTmaTmaTmbTmaTmaTmaTmaTmaNiTmaTmaTmaTmaPheTmaNiTmaTmaTmaTmaNiPheTmbTmaTmaTmaTmaTmaTmaNiMoMoTmbMoPheTmaTmaTmaTmaNiPheTmbTmaTmaNiTmaTma
263584,000000000025752_00001,[0.21843906 0.47977832 0.19951192 0.1022707 ],['Tma' 'Mo' 'Ni' 'Phe'],MoTmaTmaTmaMoMoMoMoTmaPheNiMoMoMoTmaMoTmaNiMoTmaMoPheNiMoTmaMoMoNiNiPhePheMoTmaMoMoMoTmaNiNiMoTmaMoMoMoMoMoMoNiNiMoMoMoMoNiMoNiTmaTmaTmaTmaPheNiMoMoMoNiNiMoPhePhe
266543,000000000497950_00001,[0.34595253 0.28142526 0.21065114 0.16197107],['Tma' 'Mo' 'Ni' 'Phe'],NiPheTmaMoNiPheNiMoNiMoMoMoTmaNiTmaTmaTmaPheMoNiMoNiTmaTmaTmaPheMoTmaMoTmaTmaTmaTmaMoMoMoMoTmaNiTmaPheMoTmaTmaNiPheNiNiTmaPheTmaPheMoTmaMoMoPheTmaMoTmaPheNiNiMoNiPheMoNiTmaTma
266745,000000000505918_00001,[0.10662679 0.72860505 0.06492525 0.09984292],['Tma' 'Mo' 'Ni' 'Phe'],MoNiMoMoMoNiMoMoMoMoMoMoMoMoMoMoNiTmaTmaMoMoMoMoPheMoPhePheMoMoMoMoMoMoMoMoMoTmaMoMoMoPheMoMoMoTmaMoPheMoMoMoMoMoPheMoMoNiTmaMoTmaMoMoMoNiTmaMoMoMoMoPheMo
266840,000000000511071_00001,[0.20968288 0.35820268 0.38302887 0.04908558],['Tma' 'Mo' 'Ni' 'Phe'],MoNiNiTmaNiNiTmaNiNiNiMoMoMoNiMoNiNiNiPheMoMoMoTmaMoNiMoTmaNiNiNiMoTmaMoNiTmaMoTmaTmaMoNiMoNiNiMoMoTmaNiTmaMoNiNiMoPheMoMoTmaNiTmaTmaMoMoPheMoMoTmaTmaNiNiNiNi
271463,000000003735267_00001,[0.38679314 0.11327337 0.28262287 0.21731062],['Tma' 'Mo' 'Ni' 'Phe'],NiTmaTmaPheNiTmaNiPheMoPhePheNiMoPheTmaMoTmaNiTmaTmaTmaTmaNiTmaNiNiTmaTmaTmaTmaTmaNiNiTmaNiTmaPhePhePhePheTmaPhePheNiMoTmaNiMoTmaTmaNiMoNiPheMoTmaTmaNiNiNiPheNiTmaTmaTmaPheMoNiPheTma
274877,000000000060492_00001,[0.21996976 0.42945808 0.26787998 0.08269218],['Tma' 'Mo' 'Ni' 'Tmb'],NiTmaMoMoMoNiNiMoMoMoMoNiMoTmaTmaMoTmaNiTmaMoNiMoMoMoMoTmbNiMoNiNiTmaTmaTmaTmaMoNiMoTmaNiTmaNiNiNiMoMoTmbMoMoTmaTmbMoTmbNiMoNiMoMoNiTmbTmaTmbMoMoMoTmaMoNiTmaNiMo
275634,000000000067838_00001,[0.23828731 0.46522037 0.07254679 0.22394552],['Tma' 'Mo' 'Ni' 'Tmb'],TmbTmbMoMoTmaMoMoMoTmaMoNiMoMoMoMoTmbMoMoTmbMoTmbMoTmaTmaMoMoTmbMoTmbMoNiTmaMoMoTmaTmaTmbMoTmbTmaMoTmaTmbMoTmaMoTmaTmaNiMoTmbNiMoTmaTmaMoTmaMoMoMoTmaMoTmbNiTmbTmbTmbMoTmbTma
278612,000000001885967_00001,[0.13838947 0.50659644 0.31599602 0.03901807],['Tma' 'Mo' 'Ni' 'Tmb'],MoNiNiMoNiTmbMoNiTmaMoNiMoMoNiMoTmaNiTmaMoMoMoNiMoMoMoMoNiNiNiNiTmaMoMoMoMoMoMoMoTmaMoMoTmbMoNiTmaTmbMoMoMoMoMoMoNiNiMoTmaNiMoMoMoNiMoNiTmaTmaTmaNiNiNiNi
278923,000000001993065_00001,[0.07210931 0.63352196 0.13172248 0.16264625],['Tma' 'Mo' 'Ni' 'Tmb'],NiMoTmbMoTmbMoMoMoTmbTmaTmaMoMoMoMoMoTmbNiTmbMoMoMoTmbMoNiNiMoTmaMoMoNiMoTmbMoTmaMoMoTmaMoMoNiMoMoTmbMoMoMoTmbNiMoTmbMoMoMoMoTmbMoNiMoMoTmbMoMoMoMoMoNiMoMoMo
279978,000000002094233_00001,[0.474243   0.25251507 0.07875476 0.19448717],['Tma' 'Mo' 'Ni' 'Tmb'],NiMoTmbTmaMoNiTmbTmaTmbMoMoTmbTmaTmaTmbTmaTmaNiTmaTmbMoTmaMoTmaMoTmaTmaTmaMoTmaTmaTmaMoTmaTmaTmbTmbTmaTmbMoTmaMoTmaTmaTmaTmaMoTmaMoTmaNiMoNiTmbTmaTmbTmaTmaMoTmbTmaMoTmaTmbMoMoTmbTmaTmaTma
280932,000000002149821_00001,[0.18040912 0.58116607 0.19773261 0.0406922 ],['Tma' 'Mo' 'Ni' 'Tmb'],MoNiNiMoNiNiMoNiTmaMoMoMoMoMoMoTmaNiNiMoMoMoMoMoMoTmaMoMoMoTmaMoTmaTmbMoTmaTmaMoTmaNiTmaMoTmbMoTmbMoMoMoMoMoMoNiMoMoMoMoNiMoMoMoNiMoTmaTmaTmaMoMoMoMoNiNiNi
281213,000000003281182_00001,[0.06871064 0.70427311 0.18827116 0.03874509],['Tma' 'Mo' 'Ni' 'Tmb'],MoMoMoMoTmbMoNiNiTmbMoMoMoNiMoNiMoMoNiMoNiMoMoMoMoMoMoTmaTmaTmaMoNiMoMoNiMoMoMoMoNiMoMoMoMoTmbNiNiMoMoTmaMoMoMoMoMoMoMoMoMoMoMoNiNiMoMoMoTmaMoMoMoMo
283977,000000000001019_00001,[0.28099067 0.20572211 0.51328722],['Tma' 'Mo' 'Ni'],NiNiMoNiTmaMoNiMoNiNiTmaTmaNiNiMoMoNiTmaTmaNiTmaMoMoNiTmaMoNiNiNiTmaNiNiNiTmaMoNiTmaTmaTmaNiNiNiNiNiNiNiTmaMoMoNiTmaTmaNiTmaNiNiNiNiTmaTmaNiTmaMoNiNiNiMoTmaMoNi
284063,000000000001594_00001,[0.24813831 0.36333973 0.38852196],['Tma' 'Mo' 'Ni'],MoMoMoMoTmaNiMoTmaNiMoTmaNiNiNiTmaNiMoMoTmaNiNiNiMoTmaTmaNiMoNiMoMoNiTmaMoMoMoMoTmaTmaMoNiTmaTmaNiMoTmaMoMoNiNiNiNiTmaNiNiNiNiNiMoNiTmaMoTmaNiTmaNiMoMoMoMoNi
284212,000000000002606_00001,[0.06709945 0.68775867 0.24514188],['Tma' 'Mo' 'Ni'],MoTmaNiNiNiMoMoMoMoNiMoMoMoNiMoMoMoMoMoMoMoMoNiMoMoNiMoMoMoMoMoTmaMoMoMoTmaNiMoMoMoMoMoMoMoMoNiMoTmaMoTmaNiNiMoMoNiMoMoMoMoNiNiMoMoMoNiMoNiMoNiMo
289353,000000001874062_00001,[0.32135474 0.15684928 0.52179598],['Tma' 'Mo' 'Ni'],MoNiNiTmaNiTmaTmaNiNiTmaNiNiTmaTmaTmaNiTmaTmaMoNiNiMoTmaMoNiTmaTmaNiNiNiNiMoTmaNiNiTmaNiNiNiNiMoNiNiTmaMoNiNiTmaNiNiNiTmaTmaNiMoMoNiNiNiMoNiMoTmaNiTmaNiTmaTmaNiNi
290505,000000002014939_00001,[0.13851386 0.60846212 0.25302403],['Tma' 'Mo' 'Ni'],MoMoMoNiTmaTmaNiMoMoNiMoMoNiMoMoTmaMoTmaMoMoNiMoNiNiMoMoMoTmaMoMoMoMoMoMoTmaTmaMoMoNiMoMoNiMoNiNiNiMoMoNiMoMoMoTmaMoNiNiNiMoTmaNiMoMoMoMoMoMoTmaNiMoMo
290628,000000002029327_00001,[0.32556805 0.21187432 0.46255763],['Tma' 'Mo' 'Ni'],MoTmaTmaNiNiNiMoMoTmaNiMoMoTmaMoNiMoTmaMoTmaNiNiNiMoNiTmaTmaTmaTmaTmaNiMoTmaTmaNiNiNiNiNiNiTmaNiNiTmaNiMoMoNiNiNiNiNiNiMoNiTmaTmaNiTmaNiTmaNiNiTmaNiNiTmaMoTmaMoTma
321729,000000002413408_00001,[0.07929889 0.75474374 0.08943135 0.07652602],['Tma' 'Mo' 'Oct' 'Olam'],TmaMoMoMoMoMoTmaMoMoMoOctOlamMoMoOlamMoMoMoTmaMoTmaOlamMoOctMoOctMoTmaMoMoMoMoMoMoMoMoMoOctMoOlamMoMoOlamMoMoOctTmaMoMoMoMoMoMoMoMoMoMoMoMoMoMoMoMoMoMoMoMoMoMoOct
