ID,sequence,immunogenic
SID921,DoTmaTmaDoDoTmaTmaTmaDoDoMoTmaDoDoTmaDoTmaDoTmaDoTmaMoTmaTmaTmaDoMoTmaTmaTmaTmaDoTmaTmaTmaTmaDoDoDoTmaTmaTmaTmaTmaTmaTmaMoTmaTmaDoDoTmaDoTmaTmaDoDoTmaTmaTmaDoTmaMoDoDoTmaTmaTmaTmaDo,Yes
SID922,DoDoMoTmaDoDoDoDoMoTmaTmaTmaTmaDoTmaTmaDoDoDoTmaMoTmaMoTmaTmaDoTmaDoTmaTmaTmaMoMoDoTmaTmaDoMoDoTmaTmaTmaTmaMoDoTmaTmaTmaTmaDoTmaMoTmaTmaMoMoDoTmaTmaDoTmaMoTmaTmaTmaTmaTmaTmaTmaTma,Yes
SID923,MoDoDoTmaTmaTmaTmaTmaDoTmaDoTmaMoTmaTmaTmaTmaDoTmaTmaDoTmaTmaMoDoTmaTmaMoMoTmaMoDoTmaTmaDoTmaTmaDoDoDoTmaTmaDoDoDoTmaTmaMoDoTmaDoMoTmaDoDoMoTmaMoTmaTmaTmaMoTmaTmaDoDoTmaTmaDoDo,Yes
SID924,DoDoTmaTmaTmaMoDoDoTmaTmaMoDoMoTmaTmaTmaTmaDoTmaTmaTmaTmaTmaDoTmaDoDoTmaDoDoTmaMoTmaTmaTmaTmaDoDoTmaTmaTmaTmaTmaTmaDoTmaTmaDoTmaMoTmaTmaTmaDoMoDoDoMoTmaDoTmaDoTmaMoTmaTmaDoDoTmaTma,Yes
SID925,TmaTmaTmaTmaTmaTmaTmaTmaTmaMoTmaTmaDoTmaTmaDoTmaDoTmaMoTmaTmaMoDoTmaTmaDoDoDoMoTmaTmaTmaDoDoDoTmaTmaDoMoTmaTmaTmaTmaDoTmaTmaDoDoMoTmaDoTmaTmaTmaTmaDoTmaTmaTmaMoTmaDoTmaTmaTmaTmaTmaMoDo,Yes
SID926,TmaMoTmaTmaTmaTmaTmaDoDoTmaTmaDoDoTmaTmaTmaMoTmaTmaTmaTmaDoTmaDoTmaDoTmaTmaMoMoDoDoTmaTmaTmaDoMoTmaTmaMoDoTmaTmaDoDoTmaMoTmaTmaMoTmaTmaDoTmaTmaMoTmaTmaTmaTmaTmaDoTmaDoTmaTmaDoTmaDoTma,Yes
SID927,TmaMoDoTmaDoTmaMoMoDoTmaDoDoDoMoTmaTmaDoTmaTmaMoTmaDoDoTmaDoTmaTmaTmaTmaMoTmaTmaMoTmaTmaTmaDoDoTmaMoTmaTmaTmaMoTmaTmaMoDoDoTmaTmaTmaTmaMoTmaMoTmaDoDoTmaDoMoTmaTmaTmaMoTmaTmaDoTma,Yes
SID928,TmaTmaTmaTmaTmaTmaDoDoTmaTmaMoTmaTmaDoMoDoTmaMoDoDoTmaDoDoTmaDoTmaDoTmaDoDoTmaDoTmaDoMoDoMoTmaDoDoDoTmaMoTmaMoMoTmaDoMoTmaMoTmaDoDoTmaTmaTmaTmaTmaTmaDoTmaTmaTmaTmaTmaTmaMoDoTma,Yes
SID929,TmaTmaTmaDoTmaTmaTmaTmaTmaTmaDoDoTmaTmaTmaDoTmaMoDoTmaTmaMoTmaTmaTmaTmaMoTmaDoMoDoMoTmaMoDoDoMoTmaMoTmaMoTmaMoMoTmaTmaTmaDoTmaDoTmaTmaTmaDoTmaMoDoTmaDoTmaDoTmaTmaTmaTmaTmaDoDoTmaDo,Yes
SID930,TmaTmaDoDoDoDoTmaTmaDoDoDoTmaTmaTmaTmaDoTmaTmaMoTmaTmaDoTmaDoTmaTmaTmaTmaTmaTmaMoTmaTmaTmaTmaDoTmaTmaDoTmaTmaTmaTmaDoMoTmaTmaTmaTmaTmaTmaDoTmaTmaDoTmaDoTmaTmaMoDoTmaTmaTmaTmaMoTmaTmaTmaTma,Yes
SID931,MoMoTmaTmaMoTmaTmaTmaTmaTmaTmaDoMoTmaTmaMoDoTmaTmaDoTmaTmaTmaTmaDoTmaDoTmaTmaTmaTmaDoTmaTmaTmaTmaTmaTmaDoTmaTmaTmaDoTmaDoTmaTmaMoTmaTmaDoDoTmaTmaMoDoMoTmaMoTmaMoMoDoTmaTmaTmaDoTmaTmaTma,Yes
SID932,TmaTmaTmaTmaTmaTmaDoDoTmaTmaTmaMoMoTmaTmaTmaTmaDoDoTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaDoMoTmaDoMoTmaTmaMoTmaTmaTmaTmaDoTmaDoTmaMoTmaDoDoTmaTmaTmaMoTmaTmaDoDoDoTmaTmaTmaTmaDoTmaDoMoTmaTmaTma,Yes
SID933,MoTmaTmaTmaTmaTmaTmaTmaTmaDoDoTmaDoMoDoTmaTmaDoMoTmaMoTmaTmaTmaDoTmaTmaTmaTmaMoDoMoTmaTmaDoDoTmaDoTmaTmaDoTmaDoMoDoTmaTmaMoTmaTmaTmaTmaDoTmaTmaTmaMoDoDoMoTmaDoTmaTmaDoDoMoTmaMoDo,Yes
SID934,TmaTmaMoTmaDoTmaTmaTmaTmaTmaTmaTmaTmaDoTmaTmaTmaMoMoTmaDoTmaDoDoTmaMoDoDoTmaTmaDoTmaTmaTmaDoTmaDoDoTmaTmaDoTmaDoTmaDoMoMoTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaDoTmaDoDoDoTmaTmaTmaTmaTmaTmaDo,Yes
SID935,TmaMoTmaDoTmaDoTmaMoTmaDoMoTmaDoDoDoMoDoTmaMoTmaDoDoTmaTmaMoTmaTmaDoTmaTmaDoTmaTmaTmaTmaDoTmaDoTmaTmaTmaMoTmaMoDoTmaDoDoDoTmaMoDoTmaTmaDoDoTmaTmaTmaDoTmaTmaTmaTmaDoMoMoTmaTmaTma,Yes
SID936,DoTmaDoTmaTmaTmaMoTmaDoTmaDoTmaDoTmaTmaTmaTmaDoMoTmaDoTmaDoTmaTmaTmaTmaTmaTmaDoTmaDoDoDoTmaTmaTmaDoTmaDoDoTmaTmaTmaTmaTmaDoTmaTmaDoTmaTmaTmaDoMoTmaDoDoTmaTmaTmaMoTmaMoTmaMoTmaDoTmaDo,Yes
SID937,TmaTmaMoTmaDoTmaTmaTmaTmaDoTmaDoTmaMoTmaTmaDoDoTmaTmaTmaTmaDoDoDoTmaTmaDoTmaMoMoTmaDoMoTmaMoDoTmaTmaDoDoTmaTmaTmaTmaDoDoDoTmaDoTmaDoMoTmaTmaDoTmaMoMoDoTmaDoTmaTmaMoDoTmaTmaMoDo,Yes
SID938,DoTmaTmaDoDoDoDoDoMoTmaTmaMoTmaTmaTmaTmaDoDoTmaTmaTmaMoDoTmaTmaTmaTmaTmaTmaTmaDoMoDoTmaTmaTmaDoDoTmaTmaMoTmaTmaDoTmaTmaTmaTmaTmaTmaTmaTmaTmaMoTmaDoDoTmaTmaTmaDoMoTmaTmaTmaTmaTmaMoDoTma,Yes
SID939,TmaTmaMoMoTmaDoMoTmaDoTmaTmaTmaTmaDoMoTmaMoDoTmaTmaMoMoDoTmaMoMoTmaDoTmaDoDoDoTmaMoTmaMoTmaMoTmaTmaTmaTmaTmaMoMoTmaTmaTmaTmaTmaDoDoTmaTmaDoTmaTmaTmaTmaDoTmaDoTmaDoTmaTmaTmaMoDoTma,Yes
SID940,DoDoMoTmaTmaDoTmaDoTmaTmaTmaMoDoMoTmaTmaDoTmaDoTmaDoTmaDoDoMoMoTmaDoTmaMoDoDoDoMoTmaTmaDoTmaTmaTmaDoTmaTmaDoDoTmaDoTmaDoMoDoTmaDoMoTmaTmaTmaTmaTmaTmaDoTmaTmaDoTmaMoDoMoMoTma,Yes
SID941,DoTmaDoTmaTmaTmaTmaTmaDoDoDoDoTmaDoTmaMoTmaTmaMoTmaTmaMoTmaMoTmaTmaTmaTmaTmaDoTmaDoTmaDoTmaTmaMoMoMoTmaTmaTmaTmaDoTmaTmaDoMoTmaTmaTmaTmaTmaMoMoTmaMoTmaDoTmaDoTmaDoDoMoTmaTmaTmaTmaTma,Yes
SID942,DoTmaDoDoMoMoTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaMoDoDoTmaTmaTmaMoTmaTmaTmaTmaTmaTmaDoDoTmaMoTmaDoDoTmaMoMoDoTmaDoTmaTmaTmaTmaDoDoTmaTmaDoTmaTmaTmaMoTmaTmaTmaTmaTmaTmaTmaDoTmaDo,Yes
SID943,TmaTmaTmaTmaDoTmaMoDoTmaTmaMoTmaTmaTmaTmaTmaDoMoDoTmaTmaDoDoDoTmaTmaTmaDoTmaDoDoTmaTmaTmaDoDoTmaTmaDoDoDoTmaTmaDoTmaTmaMoTmaTmaTmaTmaTmaTmaMoDoMoTmaTmaTmaMoTmaMoTmaTmaDoDoDoTmaMoTma,Yes
SID944,TmaDoDoTmaDoDoDoTmaMoTmaTmaTmaTmaDoDoDoTmaTmaDoMoMoTmaTmaMoTmaDoTmaTmaMoTmaTmaMoTmaTmaDoMoTmaTmaTmaDoDoDoTmaTmaTmaMoTmaTmaTmaMoDoTmaDoDoDoTmaMoTmaMoDoTmaDoTmaTmaMoDoTmaTmaDoMo,Yes
SID945,DoTmaTmaDoDoMoDoDoDoTmaTmaMoTmaTmaTmaTmaTmaDoDoMoTmaTmaDoDoTmaDoTmaMoTmaTmaMoTmaTmaDoTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaDoTmaTmaDoTmaTmaTmaMoTmaTmaTmaDoTmaMoTmaMoDoTmaDoDoMoTmaTmaTmaMo,Yes
SID946,DoDoTmaTmaMoTmaTmaTmaDoTmaTmaTmaTmaTmaDoDoTmaTmaDoTmaTmaTmaMoMoMoTmaDoTmaDoTmaTmaDoTmaTmaMoMoTmaTmaMoDoDoMoDoTmaDoTmaMoDoTmaTmaTmaTmaDoDoTmaTmaMoTmaTmaTmaTmaDoMoMoTmaTmaDoMoTmaTma,Yes
SID947,TmaTmaDoTmaDoTmaTmaTmaTmaDoTmaTmaDoDoDoTmaTmaTmaTmaDoTmaTmaTmaTmaTmaTmaTmaDoTmaTmaTmaTmaTmaDoTmaDoTmaMoTmaTmaTmaMoDoTmaTmaTmaTmaMoDoTmaDoMoDoTmaDoTmaTmaTmaTmaTmaTmaTmaTmaDoTmaMoDoTmaDoTma,Yes
SID948,TmaTmaDoTmaTmaDoTmaTmaDoDoTmaTmaTmaTmaMoTmaTmaMoDoTmaTmaTmaTmaDoDoTmaTmaTmaDoMoTmaTmaTmaTmaTmaTmaTmaTmaDoDoTmaTmaTmaTmaDoTmaDoTmaTmaDoTmaMoMoMoDoTmaTmaTmaTmaDoMoMoMoDoTmaTmaTmaTmaTmaDo,Yes
SID949,MoDoTmaMoTmaTmaTmaTmaDoDoMoTmaTmaTmaTmaTmaTmaDoDoTmaTmaTmaDoTmaTmaDoTmaTmaTmaTmaMoTmaMoTmaTmaDoTmaMoMoTmaMoDoMoTmaDoTmaTmaTmaMoMoTmaTmaTmaTmaTmaTmaMoDoTmaTmaTmaTmaTmaTmaDoDoDoMoTmaTma,Yes
SID950,TmaDoTmaTmaDoMoTmaTmaTmaMoDoTmaTmaMoTmaTmaMoTmaTmaTmaDoTmaDoTmaDoTmaMoTmaTmaDoTmaTmaTmaTmaDoMoTmaDoTmaTmaMoTmaTmaMoTmaTmaTmaTmaTmaMoTmaTmaTmaTmaTmaTmaDoTmaDoTmaDoTmaMoTmaMoTmaTmaDoMoTma,Yes
SID951,TmaTmaMoDoDoTmaTmaDoTmaTmaTmaDoDoTmaTmaDoDoDoMoMoDoTmaTmaTmaMoTmaTmaDoMoMoDoTmaDoTmaTmaDoDoTmaMoTmaDoTmaTmaTmaDoDoTmaTmaTmaDoMoTmaDoTmaDoTmaDoMoDoTmaDoTmaTmaMoDoDoDoTmaTmaTma,Yes
SID952,TmaTmaTmaTmaTmaDoTmaTmaMoTmaTmaTmaTmaDoTmaTmaTmaTmaTmaTmaDoDoMoTmaTmaTmaTmaTmaTmaTmaTmaMoDoDoTmaDoTmaTmaTmaTmaTmaTmaMoMoDoDoTmaTmaTmaTmaTmaDoTmaTmaTmaMoTmaDoTmaDoTmaDoTmaMoTmaTmaDoDoTmaMo,Yes
SID953,DoTmaDoDoTmaTmaTmaTmaTmaTmaMoDoDoMoTmaMoDoTmaTmaTmaDoDoTmaDoDoTmaMoTmaTmaMoDoTmaDoMoTmaTmaDoTmaTmaTmaMoTmaDoTmaTmaTmaMoTmaDoTmaTmaTmaDoTmaTmaTmaDoDoTmaTmaTmaTmaTmaDoTmaTmaTmaDoTmaTma,Yes
SID954,TmaTmaTmaTmaTmaDoMoDoMoMoTmaDoTmaTmaMoDoTmaTmaTmaDoDoDoDoTmaDoMoTmaTmaTmaTmaDoTmaMoDoMoDoTmaDoTmaMoDoTmaTmaTmaTmaDoMoTmaDoTmaMoMoDoDoDoTmaTmaMoTmaTmaTmaTmaTmaMoDoTmaTmaTmaMoTma,Yes
SID955,MoMoMoDoDoTmaTmaTmaTmaDoDoTmaTmaTmaTmaMoTmaTmaTmaDoDoMoTmaTmaTmaTmaMoTmaTmaTmaTmaMoDoTmaTmaDoTmaTmaDoMoMoTmaTmaDoTmaTmaTmaTmaMoTmaTmaTmaTmaTmaTmaTmaMoTmaDoTmaDoTmaMoTmaTmaDoTmaTmaTmaTma,Yes
SID956,TmaDoTmaTmaTmaDoDoTmaTmaTmaMoTmaTmaTmaTmaTmaMoMoDoDoTmaTmaTmaTmaDoTmaTmaTmaTmaTmaTmaDoTmaTmaDoTmaTmaDoMoTmaTmaMoTmaTmaTmaTmaTmaTmaDoTmaMoTmaTmaTmaDoDoMoTmaDoTmaTmaTmaTmaMoDoDoDoTmaTmaDo,Yes
SID957,TmaMoTmaMoDoDoTmaTmaTmaTmaTmaTmaDoTmaDoMoTmaTmaMoTmaTmaTmaTmaMoTmaMoTmaDoMoMoDoTmaTmaDoDoTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaMoDoTmaTmaDoTmaTmaTmaTmaTmaDoTmaTmaTmaTmaMoMoTmaMoTmaDoTmaMoDoMo,Yes
SID958,DoTmaTmaTmaMoTmaTmaMoDoTmaMoDoTmaTmaTmaDoTmaTmaTmaDoTmaTmaMoTmaTmaMoTmaMoTmaDoDoDoTmaTmaTmaTmaDoTmaTmaTmaTmaMoTmaTmaTmaDoTmaMoTmaTmaTmaTmaTmaTmaTmaTmaTmaDoTmaDoMoTmaMoDoDoTmaTmaDoTmaTma,Yes
SID959,DoTmaTmaTmaDoDoDoMoTmaDoTmaTmaTmaTmaDoTmaMoTmaTmaDoDoTmaDoTmaTmaTmaDoTmaTmaDoTmaMoDoTmaTmaTmaTmaDoTmaMoMoTmaMoMoTmaDoDoTmaTmaDoMoTmaTmaTmaTmaTmaTmaTmaTmaTmaDoTmaTmaTmaTmaTmaDoMoTmaMo,Yes
SID960,DoTmaTmaDoTmaTmaTmaTmaMoTmaTmaTmaTmaTmaDoTmaDoTmaTmaMoDoTmaTmaDoTmaMoTmaTmaTmaDoDoTmaDoDoTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaDoTmaTmaTmaTmaTmaMoTmaMoTmaMoTmaTmaDoTmaTmaDoTmaMoTmaMoTmaMoDoTmaTma,Yes
SID961,TmaTmaTmaTmaTmaMoMoTmaTmaDoTmaTmaTmaTmaTmaMoDoMoDoTmaTmaTmaMoTmaDoDoTmaTmaDoDoMoTmaTmaDoMoMoTmaTmaTmaDoDoMoMoMoDoTmaDoTmaTmaTmaDoTmaDoTmaTmaTmaTmaDoTmaTmaTmaDoTmaTmaTmaTmaDoDoTmaTma,Yes
SID962,TmaMoDoMoTmaTmaDoTmaTmaDoTmaTmaMoDoTmaDoTmaTmaTmaMoDoTmaTmaMoTmaTmaTmaTmaMoDoTmaTmaTmaTmaTmaMoTmaDoTmaDoDoDoMoDoTmaTmaTmaMoTmaMoTmaMoTmaMoDoMoDoTmaMoMoMoTmaTmaDoTmaDoMoTmaTmaTma,Yes
SID963,TmaTmaTmaTmaTmaTmaTmaMoMoDoTmaDoTmaTmaDoTmaDoTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaMoDoTmaDoMoDoDoTmaTmaDoTmaDoDoTmaMoTmaTmaMoTmaTmaTmaMoTmaTmaDoTmaTmaTmaMoTmaTmaDoDoMoDoDoTmaTmaTmaTmaDoTmaMo,Yes
SID964,TmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaDoTmaTmaTmaTmaDoTmaDoTmaTmaTmaTmaDoDoTmaTmaTmaTmaDoDoTmaTmaTmaMoTmaTmaMoTmaTmaTmaDoMoTmaDoTmaDoTmaTmaDoTmaDoTmaMoDoTmaTmaTmaTmaTmaTmaDoTmaTmaTmaTmaTmaMoTmaDo,Yes
SID965,TmaTmaDoDoTmaDoTmaTmaTmaDoTmaTmaTmaTmaTmaTmaTmaTmaDoTmaDoDoTmaTmaDoTmaTmaDoTmaTmaTmaDoTmaTmaTmaTmaDoDoMoDoTmaTmaDoTmaTmaTmaTmaMoDoTmaMoTmaMoTmaTmaTmaMoDoTmaMoTmaDoMoTmaTmaTmaTmaMoTmaTma,Yes
SID966,TmaMoTmaMoTmaTmaTmaMoDoDoTmaDoTmaTmaTmaTmaTmaTmaMoTmaDoMoTmaDoDoMoDoMoDoTmaTmaTmaDoDoTmaTmaTmaTmaTmaTmaDoDoDoTmaTmaTmaTmaTmaTmaDoTmaDoDoDoDoTmaDoMoDoTmaMoTmaDoDoMoTmaTmaTmaTmaTma,Yes
SID967,TmaTmaDoTmaTmaDoTmaTmaTmaMoTmaTmaDoTmaDoTmaTmaTmaTmaTmaTmaDoTmaDoTmaTmaMoDoMoTmaTmaTmaTmaTmaTmaDoDoTmaTmaTmaTmaTmaTmaTmaTmaTmaDoTmaTmaTmaTmaDoDoDoTmaTmaDoTmaTmaTmaTmaTmaDoTmaTmaDoMoMoDoDo,Yes
SID968,TmaTmaTmaTmaDoTmaDoDoMoTmaDoTmaTmaTmaDoTmaDoTmaTmaTmaDoTmaTmaDoDoMoDoTmaMoTmaDoTmaTmaTmaDoTmaMoTmaTmaTmaDoTmaTmaTmaMoDoDoTmaMoDoTmaMoTmaTmaTmaTmaDoDoTmaTmaDoTmaTmaTmaTmaDoTmaTmaMoDo,Yes
SID969,MoTmaTmaMoTmaDoTmaDoDoMoTmaTmaTmaTmaTmaTmaTmaDoTmaTmaDoTmaDoTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaDoDoTmaMoTmaMoTmaDoTmaDoTmaTmaMoDoTmaTmaTmaMoMoTmaTmaTmaTmaTmaDoDoTmaMoDoTmaMoTmaDoMoTmaTma,Yes
SID970,TmaTmaMoDoTmaTmaDoTmaMoTmaTmaDoDoTmaTmaTmaDoTmaTmaTmaDoTmaTmaDoTmaTmaTmaTmaTmaTmaDoDoMoTmaDoTmaDoDoDoDoDoTmaTmaTmaTmaTmaDoTmaDoTmaTmaTmaTmaTmaMoTmaDoDoDoTmaTmaDoTmaTmaTmaDoMoDoTmaDo,Yes
SID971,DoDoTmaTmaDoDoTmaTmaTmaDoTmaTmaDoTmaTmaTmaDoTmaDoDoTmaTmaMoDoTmaDoMoTmaDoDoTmaTmaDoTmaTmaTmaMoDoDoTmaDoTmaTmaTmaTmaTmaTmaDoTmaTmaTmaDoTmaMoTmaTmaTmaDoTmaTmaMoTmaMoDoTmaTmaMoDoTmaMo,Yes
SID972,TmaMoMoTmaTmaTmaDoMoTmaTmaMoDoDoTmaTmaTmaTmaTmaTmaDoMoDoDoTmaTmaDoMoTmaTmaTmaMoDoTmaDoDoDoTmaTmaDoDoDoTmaTmaTmaTmaDoTmaTmaTmaMoDoTmaTmaDoTmaTmaMoTmaTmaDoTmaDoTmaTmaTmaMoTmaTmaDoMo,Yes
SID973,TmaTmaMoDoTmaDoMoTmaTmaTmaMoMoTmaTmaTmaMoTmaDoMoTmaDoTmaTmaDoTmaMoDoTmaDoMoTmaDoTmaMoTmaTmaTmaTmaTmaDoTmaDoTmaTmaDoDoTmaTmaMoTmaMoTmaTmaTmaTmaTmaTmaTmaDoTmaDoTmaDoTmaMoTmaMoDoTmaDo,Yes
SID974,TmaMoTmaMoDoTmaTmaDoTmaTmaTmaTmaDoTmaTmaDoTmaDoDoDoDoMoDoTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaDoTmaMoTmaTmaMoTmaTmaDoTmaMoTmaDoTmaTmaMoDoDoMoTmaTmaDoTmaDoTmaMoTmaDoTmaTmaMoTmaTmaTmaTmaMo,Yes
SID975,MoTmaTmaTmaTmaTmaTmaTmaDoDoTmaDoTmaTmaDoTmaTmaMoTmaTmaTmaDoTmaTmaTmaMoTmaTmaTmaTmaDoDoMoTmaTmaTmaTmaTmaDoTmaTmaTmaMoTmaTmaDoTmaTmaDoTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaDoTmaTmaTmaTmaTmaDoDoTmaDo,Yes
SID976,TmaTmaDoDoMoTmaTmaMoTmaTmaTmaTmaMoTmaTmaTmaTmaDoMoMoTmaTmaDoDoTmaDoDoTmaTmaTmaTmaTmaTmaMoDoTmaTmaDoMoTmaDoTmaDoMoTmaTmaTmaTmaMoDoDoDoTmaTmaTmaMoMoTmaMoTmaDoMoDoMoDoTmaMoTmaTmaMo,Yes
SID977,TmaTmaMoTmaTmaTmaTmaTmaDoTmaTmaDoMoTmaTmaMoTmaTmaTmaTmaTmaTmaTmaTmaTmaDoDoTmaDoMoTmaDoDoMoDoTmaDoDoMoTmaTmaDoMoTmaTmaMoTmaTmaTmaTmaTmaDoTmaTmaMoTmaTmaTmaMoTmaTmaTmaTmaTmaDoDoDoTmaDoTma,Yes
SID978,DoTmaTmaTmaTmaDoTmaTmaTmaTmaMoTmaDoTmaTmaTmaTmaTmaTmaTmaTmaDoDoTmaTmaTmaDoDoDoMoTmaTmaTmaMoDoTmaDoDoDoTmaTmaDoDoDoTmaTmaTmaTmaDoDoDoDoMoDoTmaTmaTmaDoMoDoTmaDoTmaTmaDoTmaTmaTmaDoDo,Yes
SID979,TmaTmaMoTmaDoDoMoDoTmaTmaTmaTmaTmaTmaDoMoTmaTmaDoTmaTmaDoTmaTmaDoTmaTmaMoMoTmaTmaTmaDoDoDoTmaTmaTmaDoTmaTmaTmaMoTmaTmaDoTmaMoDoTmaTmaTmaTmaDoTmaTmaTmaTmaTmaTmaMoDoDoTmaTmaTmaTmaDoTmaTma,Yes
SID980,TmaTmaDoTmaDoMoTmaTmaTmaTmaTmaDoTmaMoMoTmaDoTmaMoMoMoTmaTmaTmaDoDoDoMoTmaTmaTmaTmaDoTmaTmaTmaTmaDoTmaMoTmaTmaTmaTmaTmaDoTmaDoTmaTmaTmaMoTmaTmaTmaTmaTmaMoTmaDoDoTmaDoDoTmaDoMoTmaTmaDo,Yes
SID981,TmaDoTmaMoTmaTmaDoTmaDoDoDoTmaTmaMoTmaTmaDoTmaTmaDoTmaDoMoDoDoDoTmaDoTmaMoDoTmaTmaMoTmaMoMoTmaTmaMoDoTmaDoTmaTmaTmaTmaTmaDoDoTmaTmaDoTmaTmaTmaTmaDoDoDoDoTmaTmaMoTmaDoDoTmaTmaTma,Yes
SID982,DoTmaTmaTmaTmaTmaTmaTmaDoDoTmaDoTmaDoTmaMoTmaTmaTmaDoDoDoDoDoTmaDoTmaMoTmaTmaDoTmaTmaMoTmaTmaMoMoTmaTmaTmaTmaMoMoTmaDoDoTmaDoTmaDoTmaDoMoDoTmaMoTmaTmaTmaTmaTmaMoMoDoDoDoTmaTmaTma,Yes
SID983,TmaDoTmaTmaDoTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaTmaDoTmaTmaMoTmaDoDoTmaTmaTmaMoTmaTmaDoTmaDoTmaTmaTmaDoTmaMoTmaDoTmaDoDoTmaTmaDoDoMoTmaMoMoMoTmaDoDoTmaTmaTma,Yes
SID984,TmaTmaTmaDoDoDoDoTmaMoTmaTmaTmaTmaDoTmaMoTmaTmaMoTmaTmaDoDoTmaTmaMoTmaTmaTmaTmaTmaTmaTmaDoDoTmaDoTmaTmaTmaTmaTmaTmaTmaMoTmaTmaTmaTmaMoDoDoDoDoTmaTmaMoMoDoTmaTmaDoTmaTmaDoTmaDoDoTmaTma,Yes
SID985,DoTmaTmaTmaDoTmaMoTmaTmaMoDoTmaDoTmaTmaTmaTmaTmaDoTmaTmaTmaTmaDoTmaDoMoTmaTmaDoTmaTmaTmaTmaTmaDoDoTmaMoTmaMoTmaTmaTmaDoTmaTmaTmaDoDoTmaTmaMoDoMoMoDoTmaTmaTmaTmaMoMoTmaTmaTmaDoMoMoTma,Yes
SID986,TmaTmaDoTmaTmaTmaDoDoTmaDoTmaTmaMoTmaTmaDoDoDoDoTmaTmaTmaMoDoTmaTmaTmaTmaTmaTmaTmaTmaTmaDoTmaTmaMoMoMoTmaTmaMoDoDoTmaTmaDoMoTmaDoTmaTmaTmaTmaMoTmaMoTmaTmaTmaTmaMoTmaTmaTmaMoTmaTmaTmaTma,Yes
SID987,TmaTmaDoDoMoDoTmaTmaTmaDoTmaTmaTmaMoDoDoTmaTmaTmaTmaTmaMoTmaTmaDoTmaTmaTmaTmaTmaTmaTmaTmaMoTmaTmaDoTmaTmaTmaDoTmaTmaTmaTmaDoTmaDoDoTmaMoTmaDoTmaTmaTmaTmaDoDoDoDoDoMoDoDoDoTmaTmaDoTma,Yes
SID988,TmaMoTmaTmaTmaMoDoDoTmaTmaTmaMoTmaMoDoDoTmaDoTmaTmaDoTmaMoMoTmaDoTmaDoDoDoTmaTmaTmaTmaTmaMoTmaMoTmaTmaTmaDoTmaTmaDoDoTmaDoDoTmaDoTmaTmaTmaDoTmaTmaTmaDoTmaDoTmaDoTmaTmaTmaDoDoTmaTma,Yes
SID989,TmaTmaTmaTmaTmaTmaTmaTmaDoTmaTmaTmaDoTmaTmaTmaMoTmaTmaDoTmaTmaTmaDoTmaTmaDoTmaTmaTmaTmaMoTmaMoTmaTmaDoTmaTmaDoTmaDoDoTmaMoTmaDoTmaTmaMoTmaTmaTmaDoMoDoTmaTmaDoMoTmaTmaDoMoTmaTmaTmaTmaDoDo,Yes
SID990,MoDoTmaTmaTmaDoTmaTmaTmaMoTmaDoTmaTmaTmaTmaMoTmaDoMoDoDoDoTmaTmaMoDoDoTmaTmaTmaTmaDoTmaDoTmaTmaTmaTmaTmaDoDoTmaDoTmaMoTmaTmaTmaMoDoTmaTmaTmaMoTmaDoDoTmaMoTmaTmaDoTmaDoTmaTmaDoTmaDo,Yes
SID991,TmaDoMoDoTmaDoTmaTmaMoDoDoMoTmaMoTmaDoDoMoDoMoDoTmaDoTmaDoDoTmaTmaDoDoDoTmaDoTmaMoTmaMoDoDoTmaTmaTmaTmaDoTmaTmaDoTmaDoTmaDoDoDoTmaDoTmaTmaTmaTmaTmaTmaTmaDoTmaDoTmaMoDoMoDo,Yes
SID992,DoMoDoDoDoTmaDoDoTmaTmaTmaMoDoTmaTmaTmaDoTmaTmaTmaTmaTmaTmaMoTmaTmaTmaDoDoTmaDoTmaMoTmaTmaTmaMoTmaDoDoTmaTmaMoTmaMoMoDoTmaDoTmaTmaTmaDoTmaTmaTmaTmaDoDoDoDoTmaMoTmaMoTmaTmaMoMoDo,Yes
SID993,TmaTmaTmaMoTmaDoTmaTmaTmaMoDoDoTmaTmaMoTmaDoDoTmaTmaMoDoTmaTmaMoTmaTmaTmaDoTmaTmaDoDoMoDoTmaMoDoTmaMoDoTmaTmaMoDoTmaTmaMoTmaMoTmaTmaDoTmaTmaTmaDoTmaDoTmaTmaTmaMoTmaTmaTmaTmaTmaTmaTma,Yes
